Score;Match_type;Match_addr;Rank;USER_City;X;Y;DisplayX;DisplayY;USER_Company_Name;USER_Parent_Company_Name;USER_Executive_First_Name;USER_Executive_Last_Name;USER_Address;USER_State;USER_ZIP_Code;USER_Legal_Name;USER_Record_Type;USER_Phone_Number_Combined;USER_Census_Block_Group;USER_Website;USER_Toll_Free_Number_Combined;USER_Company_Description;USER_Primary_SIC_Code;USER_Primary_SIC_Description;USER_SIC_Code_1;USER_Primary_NAICS;USER_Primary_NAICS_Description;USER_NAICS_1;USER_Franchise_Description_1;USER_Location_Employee_Size_Range;USER_Location_Employee_Size_Actual;USER_Location_Sales_Volume_Range;USER_Location_Sales_Volume_Actual;USER_Corporate_Employee_Size_Range;USER_Corporate_Employee_Size_Actual;USER_Corporate_Sales_Volume_Range;USER_Corporate_Sales_Volume_Actual;USER_Type_of_Business;USER_Location_Type;USER_IUSA_Number;USER_EIN_1;USER_Last_Updated_On;USER_Years_In_Database;USER_Year_Established;USER_Home_Business;USER_Firm_or_Individual;USER_Twitter;USER_Linked_In;USER_Facebook;USER_Affiliated_Records;USER_Affiliated_Locations;;
100;A;55 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203823588155;47.213720307115999;-124.203823588155;47.213720307115999;Hi Flyers Kites & Things;;Laurel;Hedin;55 Main St;WA;98571;;Unverified;(360) 276-8377;2;;;;594507;Kites-Retail;594507;45912023;Hobby, Toy, And Game Retailers;45912023;;1 to 4;2;Less Than $500,000;185000;;0;;0;Private;Single Loc;57-073-0390;;202107;22;;No;2;;;https://www.facebook.com/hiflyerskites;0;0;FALSE;FALSE
100;A;6 Condra Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.171022970308;47.116897696217997;-124.171154566189;47.117063657900999;Riverside RV Resort;;Monte;Terry;6 Condra Rd;WA;98535;RIVERSIDE RV RESORT INC;Unverified;(360) 289-2111;2;;Riverside-Rv.Com;;703302;Recreational Vehicle Parks;703302;72121102;Rv (Recreational Vehicle) Parks And Campgrounds;72121102;;1 to 4;1;Less Than $500,000;106000;;0;;0;Private;Single Loc;17-516-0977;;202107;39;;No;2;;;;0;0;FALSE;FALSE
100;A;1384 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.043517375384;47.051975455624998;-124.042088428531;47.053199716403000;Gils Repair Svc;;Gilbert;Yoder;1384 State Route 109;WA;98550;;Unverified;(360) 532-5487;1;;;;762902;Appliances-Household-Major-Repairing;762902;81141201;Appliance Repair And Maintenance;81141201;;1 to 4;2;Less Than $500,000;81000;;0;;0;Private;Single Loc;40-908-1923;;202108;14;;Yes;2;;;;0;0;FALSE;FALSE
100;A;18 4th Ave, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.167366365049;47.073128194116997;-124.167381033379;47.073295496904002;Erickson WC Construction;;William;Erickson;18 4th Ave;WA;98569;;Unverified;(360) 289-3084;1;;;;179977;Contractors;179977;23899018;All Other Specialty Trade Contractors;23899018;;1 to 4;2;Less Than $500,000;237000;;0;;0;Private;Single Loc;40-910-2281;;202108;14;;Yes;2;;;;0;0;FALSE;FALSE
100;A;19 Heath Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.176503142423;47.111223985957999;-124.176505908452;47.111051067296003;West Edge Inc;;Robert;Brown;19 Heath Rd;WA;98535;WEST EDGE INC;Unverified;(360) 289-3548;2;;;;225998;Knitting Mills NEC (Mfrs);225998;31324005;Knit Fabric Mills;31324005;;5 to 9;7;$500,000-1 Million;603000;;0;;0;Private;Single Loc;40-916-1679;;202108;14;;No;2;;;;0;0;FALSE;TRUE
100;A;2578 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.165619911703;47.067510684517998;-124.165028987528;47.067608752784999;Vacation Getaway;;Cheryl;Watkins;2578 State Route 109;WA;98569;;Unverified;(360) 289-5840;1;;;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;1 to 4;2;Less Than $500,000;145000;;0;;0;Private;Single Loc;40-911-9709;;202108;14;;No;2;;;;0;0;FALSE;FALSE
100;A;19 S 4th St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200091829616;47.207845117528002;-124.199792930949;47.207850901040999;Pacific Beach Community Church;;Denny;Fry;19 S 4th St;WA;98571;PACIFIC BEACH COMMUNITY CHURCH;Verified;(360) 276-8163;2;;;;866107;Churches;866107;81311008;Religious Organizations;81311008;Evangelical Misc;1 to 4;1;;0;;0;;0;Private;Single Loc;57-073-0440;;202406;24;1958;No;2;;;https://www.facebook.com/pacificbeachcc;0;0;FALSE;FALSE
100;A;56 Pacifica Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200343286711;47.195479463410997;-124.200239015836;47.195496981589002;Norma Bookkeeping;;Henrietta;Bouma;56 Pacifica Ln;WA;98571;;Unverified;(206) 276-8302;2;;;;872102;Accounting & Bookkeeping General Svc;872102;54121903;Other Accounting Services;54121903;;1 to 4;2;Less Than $500,000;206000;;0;;0;Private;Single Loc;40-912-6261;;202108;14;;No;2;;;;0;0;FALSE;FALSE
100;A;61 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203703256419;47.208820729148002;-124.203723540623;47.208664741930001;Light House Inn Restaurant;;Haekyong;Yun;61 Main St;WA;98571;;Unverified;(206) 276-0102;2;;;;701101;Hotels & Motels;701101;72111002;Hotels (Except Casino Hotels) And Motels;72111002;;1 to 4;2;Less Than $500,000;139000;;0;;0;Private;Single Loc;40-915-9850;;202108;14;;No;2;;;;0;0;FALSE;TRUE
100;A;1087 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Hoquiam;-124.040222616885;47.072312634936999;-124.040099319088;47.071778791523997;Newton Valley Construction Co;;Cliff;Kramer;1087 Ocean Beach Rd;WA;98550;NEWTON VALLEY CONSTRUCTION CO;Unverified;(360) 532-1349;1;;;;421204;Lumber Carriers;421204;48422009;Specialized Freight (Except Used Goods) Trucking,;48422009;;1 to 4;3;Less Than $500,000;341000;;0;;0;Private;Single Loc;40-976-3765;;202109;14;;Yes;2;;;;0;0;FALSE;TRUE
100;A;1389 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Hoquiam;-124.058665737536;47.091590425508002;-124.059074606774;47.091601741077000;Burlingame Garden Ctr;;;;1389 Ocean Beach Rd;WA;98550;;Unverified;(360) 533-8463;1;;;;526104;Garden Centers;526104;44424008;Nursery, Garden Center, And Farm Supply Retailers;44424008;;1 to 4;2;Less Than $500,000;392000;;0;;0;Private;Single Loc;41-433-3505;;202109;14;;No;2;;;;0;0;FALSE;FALSE
100;A;1599 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Hoquiam;-124.069379821452;47.107928808362999;-124.069454504209;47.107778437020002;Alpine Trucking;;;;1599 Ocean Beach Rd;WA;98550;;Unverified;(360) 289-0565;1;;;;421304;Trucking;421304;48423013;Specialized Freight (Except Used Goods) Trucking,;48423013;;1 to 4;2;Less Than $500,000;314000;;0;;0;Private;Single Loc;40-976-3535;;202109;14;;Yes;2;;;;0;0;FALSE;FALSE
100;A;20 Woodland Dr, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.174611682153;47.108171003454999;-124.174664907239;47.107817370959999;NR Reeves Inc;;;;20 Woodland Dr;WA;98535;NR REEVES INC;Unverified;(360) 289-4673;2;;;;421304;Trucking;421304;48423013;Specialized Freight (Except Used Goods) Trucking,;48423013;;1 to 4;2;Less Than $500,000;314000;;0;;0;Private;Single Loc;40-976-3894;;202109;14;;No;2;;;;0;0;FALSE;FALSE
100;A;2564 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.165405837896;47.066210567516002;-124.165070729407;47.066263122049001;Silver Maple Trailer Park;;;;2564 State Route 109;WA;98569;;Unverified;(360) 289-0166;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;41-433-3241;;202109;14;;Yes;2;;;;0;0;FALSE;FALSE
100;A;2611 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.166269341561;47.070794085538999;-124.166436979625;47.070778746656998;Wild Spirits;;;;2611 State Route 109;WA;98569;;Unverified;(360) 289-0457;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;41-433-3428;;202109;14;;No;2;;;;0;0;FALSE;TRUE
100;A;2611 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.166269341561;47.070794085538999;-124.166436979625;47.070778746656998;Wild Spirit Gallery;;;;2611 State Route 109;WA;98569;;Unverified;(360) 289-0457;1;;;;594712;Gift Shops;594712;45942013;Gift, Novelty, And Souvenir Retailers;45942013;;1 to 4;2;Less Than $500,000;166000;;0;;0;Private;Single Loc;41-504-1478;;202110;14;;No;2;;;;0;0;FALSE;TRUE
100;A;30 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199038308206;47.195250469816003;-124.199288005102;47.195194730159997;Bucks Bikes LLC;;Buck;Giles;30 Front St;WA;98571;BUCK'S BIKES LLC;Unverified;(360) 276-4115;2;;;;594141;Bicycles-Dealers;594141;45911006;Sporting Goods Retailers;45911006;;1 to 4;2;Less Than $500,000;260000;;0;;0;Private;Single Loc;72-235-5568;;202110;9;;No;2;;;https://www.facebook.com/pages/category/bicycle-shop/bucksbikesseabrook/locations;0;0;FALSE;FALSE
100;A;41 Marilyn Ln, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.187744615686;47.154353948847998;-124.187718799424;47.154958870800002;Jagielo, Thomas H;;Thomas H;Jagielo;41 Marilyn Ln;WA;98535;;Unverified;(360) 791-9089;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;1 to 4;1;;0;;0;;0;Private;Single Loc;42-183-7950;;202201;13;;No;1;;;;0;0;FALSE;FALSE
100;A;106 N 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.20373770604;47.216226224423004;-124.202648058628;47.216237372354001;Preszler Larner Mertz & Co LLP;;;;106 N 1st St;WA;98571;;Unverified;Not Available;2;;;;811103;Attorneys;811103;54111002;Offices Of Lawyers;54111002;;1 to 4;3;Less Than $500,000;411000;;0;;0;Private;Single Loc;76-915-5892;;202202;3;;No;2;;;;0;0;FALSE;FALSE
100;A;202 Meriweather St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.19734382266;47.196684990634999;-124.198046226147;47.195190413479999;Vista Bakeshop;;;;202 Meriweather St;WA;98571;;Verified;Not Available;2;;;;546102;Bakers-Retail;546102;31181102;Retail Bakeries;31181102;;1 to 4;2;Less Than $500,000;83000;;0;;0;Private;Single Loc;78-230-3037;;202410;2;;No;2;;;;0;0;FALSE;TRUE
100;A;203 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199100193914;47.196189491425002;-124.199100193914;47.196189491425002;Seabrook Washington;;Casey;Roloff;203 Front St;WA;98571;SEABROOK CONSTRUCTION CO LLC;Verified;(360) 276-0099;2;8777799990;Seabrookwa.Com;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;20 to 49;40;$2.5-5 Million;2892000;;0;;0;Private;Single Loc;35-985-8040;;202406;20;2004;No;2;http://twitter.com/seabrookwa;;https://www.facebook.com/seabrookwa;0;0;FALSE;FALSE
100;A;203 FRONT STREET, PACIFIC BEACH, WA, 98571, UNITED STATES;20;Pacific Beach;-124.199758732784;47.193478409756999;-124.199730234314;47.193506740589001;Seabrook Construction Co LLC;;;;203 FRONT STREET;WA;98571;SEABROOK CONSTRUCTION CO LLC;Verified;(360) 276-1097;2;;;;152144;Construction Companies;152144;23611512;New Single-Family Housing Construction (Except For;23611512;;1 to 4;2;$500,000-1 Million;532000;;0;;0;Private;Single Loc;74-580-3356;;202411;6;2019;No;2;;;;0;0;FALSE;FALSE
100;A;204 Market St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198733670707;47.194560787941001;-124.198733670707;47.194560787941001;Seabrook Land Co;;Stephen;Poulakos;204 Market St;WA;98571;;Verified;(360) 276-0099;2;8777799990;Seabrookwa.Com;;152103;General Contractors;152103;23611505;New Single-Family Housing Construction (Except For;23611505;;10 to 19;11;$2.5-5 Million;2926000;;0;;0;Private;Single Loc;43-347-9710;202135075;202406;12;2004;No;2;http://twitter.com/seabrookwa;;https://www.facebook.com/seabrookwa;0;0;FALSE;FALSE
100;A;2739 State Route 109, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.167280282902;47.080531803463003;-124.167764673088;47.080430633892000;Tara Kinsey;;;;2739 State Route 109;WA;98569;;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;76-784-2004;;202202;3;;No;2;;;;0;0;FALSE;FALSE
100;A;30 Chauncey Ln W, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.192539148121;47.180009361906002;-124.19253235878;47.180414207829003;Pacific Central Railroad Inc;;;;30 Chauncey Ln W;WA;98571;PACIFIC CENTRAL RAILROAD INC;Unverified;(360) 276-0240;2;;;;401101;Railroads;401101;48211102;Line-Haul Railroads;48211102;;5 to 9;8;$1-2.5 Million;1593000;;0;;0;Private;Single Loc;70-049-7590;;202202;11;;No;2;;;;0;0;FALSE;FALSE
100;A;41 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.201515076776;47.208824836281003;-124.201514573861;47.208673542927997;Paddie's Perch Restaurant;;Patricia;Draheim;41 Main St;WA;98571;PADDIE'S PERCH LLC;Unverified;(360) 276-8144;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;2;Less Than $500,000;74000;;0;;0;Private;Single Loc;57-073-0457;;202202;24;;No;2;;;https://www.facebook.com/pages/category/family-style-restaurant/paddies-perch-restaurant-536586613062074;0;0;FALSE;FALSE
100;A;3119 State Route 109, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.173830069683;47.113955103380000;-124.174107594497;47.114063649026001;Vendor Village;;;;3119 State Route 109;WA;98535;;Unverified;(360) 289-4521;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;59-363-0437;;202203;23;;No;2;;;;0;0;FALSE;TRUE
100;A;21 Seabrook Ave, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.197218251378;47.194921900338997;-124.197218251378;47.194921900338997;Frontager's Pizza;;Josie;Dirnardo;21 Seabrook Ave;WA;98571;FRONTAGER'S PIZZA CO LLC;Verified;(360) 276-0297;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;10 to 19;10;Less Than $500,000;366000;;0;;0;Private;Single Loc;72-052-0365;;202410;9;2016;No;2;;;https://www.facebook.com/frontagers;0;0;FALSE;TRUE
100;A;59 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203188356107;47.208814777996999;-124.203187182639;47.208669519615000;Surf House Restaurant Lounge;;;;59 Main St;WA;98571;;Unverified;(360) 276-8301;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;4;Less Than $500,000;147000;;0;;0;Private;Single Loc;41-776-9757;;202203;13;;No;2;;;;0;0;FALSE;TRUE
100;A;61 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203703256419;47.208820729148002;-124.203723540623;47.208664741930001;Pacafic Tango;;;;61 Main St;WA;98571;;Unverified;(360) 276-0102;2;;;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;4;Less Than $500,000;147000;;0;;0;Private;Single Loc;41-777-2967;;202203;13;;No;2;;;;0;0;FALSE;TRUE
100;A;100 N 1st St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203738292774;47.216279072322003;-124.203463701626;47.216281838350000;Gardner Counseling;;Troy;Gardner;100 N 1st St;WA;98571;;Unverified;(360) 538-2929;2;;;;806301;Mental Health Services;806301;62221001;Psychiatric And Substance Abuse Hospitals;62221001;;1 to 4;4;Less Than $500,000;371000;;0;;0;Private;Single Loc;42-095-1060;;202204;13;;No;2;;;;0;0;FALSE;FALSE
100;A;105 Horseshoe Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.189149338839;47.197153706660998;-124.189037021337;47.197007023354999;PB Meadows LLC;;Maria;Evans;105 Horseshoe Ln;WA;98571;PB MEADOWS LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7146;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;215 Meriweather St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194627415479;47.197173068856998;-124.194686591716;47.197459813765001;Sweet Life;;;;215 Meriweather St;WA;98571;;Verified;(253) 906-0624;2;;Sweetlifewa.Com;;581203;Ice Cream Parlors;581203;72251512;Snack And Nonalcoholic Beverage Bars;72251512;;5 to 9;5;Less Than $500,000;147000;;0;;0;Private;Single Loc;72-449-4693;;202406;8;;No;2;https://twitter.com/thesweetlifewa;;https://www.facebook.com/sweetlifewa;0;0;FALSE;TRUE
100;A;215 Meriweather St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.194627415479;47.197173068856998;-124.194686591716;47.197459813765001;Salty Dog;;;;215 Meriweather St;WA;98571;;Verified;(360) 276-0131;2;;Shopsaltydog.Com;;75204;Pet Washing & Grooming;75204;81291021;Pet Care (Except Veterinary) Services;81291021;;1 to 4;2;Less Than $500,000;72000;;0;;0;Private;Single Loc;71-868-2021;;202409;9;;No;2;;;https://www.facebook.com/pg/shopsaltydog;0;0;FALSE;TRUE
100;A;1087 Ocean Beach Rd, Hoquiam, Washington, 98550;20;Hoquiam;-124.040222616885;47.072312634936999;-124.040099319088;47.071778791523997;Cliff Kramer Logging;;Cliff;Kramer;1087 Ocean Beach Rd;WA;98550;;Unverified;(360) 532-1349;1;;;;241102;Logging Companies (Mfrs);241102;11331003;Logging;11331003;;5 to 9;6;$500,000-1 Million;984000;;0;;0;Private;Single Loc;42-089-9688;;202204;13;;No;2;;;;0;0;FALSE;TRUE
100;A;11 Viewcrest Dr, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.169958803881;47.113633364026001;-124.169728888278;47.113630262721998;Ad Clark Industries LLC;;Denise;Clark;11 Viewcrest Dr;WA;98535;AD CLARK INDUSTRIES LLC;Unverified;Not Available;2;;;;399903;Manufacturers;399903;33999936;All Other Miscellaneous Manufacturing;33999936;;10 to 19;17;$1-2.5 Million;1181000;;0;;0;Private;Single Loc;77-132-5968;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;217 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198943927976;47.195079898087002;-124.198828006255;47.195105714348998;Stowaway Wine Bar;;;;217 Front St;WA;98571;;Verified;(360) 276-1091;2;;Thestowawaywinebarseabrookwa.Com;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;3;Less Than $500,000;110000;;0;;0;Private;Single Loc;73-791-3364;;202401;7;2014;No;2;;;https://www.facebook.com/thestowawayatsb/community;0;0;FALSE;TRUE
100;A;12 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198905287402;47.209335084636002;-124.199080636817;47.209668349106998;Seawee's Art & Play LLC;;Kelly;Johnson;12 Main St;WA;98571;SEAWEE'S ART & PLAY LLC;Unverified;Not Available;3;;;;599969;Art Galleries & Dealers;599969;45992002;Art Dealers;45992002;;1 to 4;2;Less Than $500,000;234000;;0;;0;Private;Single Loc;77-132-7156;;202204;3;;No;2;;;;0;0;FALSE;TRUE
100;A;122 Elma St, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.163911679836;47.113520669338001;-124.163912266569;47.113418829213998;Brooks Engineering & Design;;Barbara J;Brooks;122 Elma St;WA;98535;BROOKS ENGINEERING & DESIGN INC;Unverified;(360) 289-4175;2;;;;871106;Engineers;871106;54133006;Engineering Services;54133006;;1 to 4;3;Less Than $500,000;428000;;0;;0;Private;Single Loc;77-132-5976;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;220 Market St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198591260396;47.194576324029001;-124.198591260396;47.194576324029001;Seabrook;;Jeff;Gundersen;220 Market St;WA;98571;SEABROOK REAL ESTATE SALES LLC;Verified;(877) 779-9990;2;8777799990;Seabrookwa.Com;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;1 to 4;2;;0;;0;;0;Private;Single Loc;76-305-8578;;202405;4;;No;2;;;;0;0;FALSE;TRUE
100;A;16 Elk Ridge Rd, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.119718262982;47.117167467771999;-124.12010005867;47.116784833891998;C L Mc Cormick;;C;Mccormick;16 Elk Ridge Rd;WA;98535;;Unverified;(360) 289-2949;1;;;;899999;Services NEC;899999;54199009;All Other Professional, Scientific, And Technical;54199009;;1 to 4;2;Less Than $500,000;217000;;0;;0;Private;Single Loc;40-914-2750;;202204;14;;Yes;2;;;;0;0;FALSE;FALSE
100;A;162 Seawind Ln SW, Ocean Shores, Washington, 98569;20;Ocean City;-124.171044679437;47.062139309506001;-124.171406107102;47.062079965632002;CDH Properties LLC;;Stuart;Corcoran;162 Seawind Ln SW;WA;98569;CDH PROPERTIES LLC;Unverified;Not Available;1;;;;653118;Real Estate;653118;53121003;Offices Of Real Estate Agents And Brokers;53121003;;1 to 4;4;Less Than $500,000;290000;;0;;0;Private;Single Loc;77-132-6893;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;2222 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.147805685245;47.044407477158003;-124.147949602523;47.045134523439003;North Beach Paws;;Lorna;Valdez;2222 State Route 109;WA;98550;;Verified;(360) 289-4350;1;;Northbeachpaws.Org;;869901;Humane Societies;869901;81331201;Environment, Conservation And Wildlife Organizatio;81331201;;1 to 4;1;;0;;0;;0;Private;Single Loc;66-883-1506;331019474;202408;17;;No;2;;;;0;0;FALSE;FALSE
100;A;162 Seawind Ln SW, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.171044679437;47.062139309506001;-124.171406107102;47.062079965632002;Ingky LLC;;Margaret;Dawson;162 Seawind Ln SW;WA;98569;INGKY LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-6894;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;17 Grover St, Copalis Beach, Washington, 98535;20;Copalis Beach;-124.172002144237;47.113177472312998;-124.171798128714;47.113171269703997;Holtz Water Club;;Sabrina;Carmichael;17 Grover St;WA;98535;HOLTZ WATER CLUB;Unverified;Not Available;2;;;;864108;Clubs;864108;81341004;Civic And Social Organizations;81341004;;20 to 49;27;;0;;0;;0;Private;Single Loc;77-132-5967;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;223 Market St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.198600191341;47.194691408433997;-124.198600191341;47.194691408433997;Rising Tide Tavern;;;;223 Market St;WA;98571;;Verified;(360) 276-2242;2;;Risingtidetavern.Com;;581208;Restaurants;581208;72251117;Full-Service Restaurants;72251117;;1 to 4;2;Less Than $500,000;329000;;0;;0;Private;Single Loc;76-538-1511;;202405;3;;No;2;;;;0;0;FALSE;TRUE
100;A;18 Duke Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.205104375353;47.216638446421001;-124.205274527987;47.216627214669998;Salty Mermaid LLC;;Erica;Mccoleman;18 Duke Ln;WA;98571;SALTY MERMAID LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-7150;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;187 Ocean Blvd, Ocean Shores, Washington, 98569;20;Ocean Shores;-124.168790450398;47.061147772269997;-124.168480152342;47.061202170820998;Sea Winds Estates Inc;;John;Holmstrom;187 Ocean Blvd;WA;98569;SEA WINDS ESTATES INC;Unverified;(360) 289-9090;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;42-091-2524;;202204;13;;No;2;;;;0;0;FALSE;FALSE
100;A;2 Campfire Ln, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.196270603778;47.195440571380999;-124.196232633757;47.195487845313998;Pacific Beach Storage LLC;;Byron;Quarm;2 Campfire Ln;WA;98571;PACIFIC BEACH STORAGE LLC;Unverified;Not Available;2;;;;422503;Storage-Household & Commercial;422503;53113001;Lessors Of Miniwarehouses And Self-Storage Units;53113001;;1 to 4;2;Less Than $500,000;106000;;0;;0;Private;Single Loc;77-132-7147;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;20 Diamond Dr, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.200309256184;47.203206865676997;-124.200323170144;47.203455640563000;North Beach Events;;Jess;Owen;20 Diamond Dr;WA;98571;NORTH BEACH EVENTS;Unverified;Not Available;2;;;;738944;Events-Special;738944;71131004;Promoters Of Performing Arts, Sports, And Similar;71131004;;1 to 4;2;Less Than $500,000;132000;;0;;0;Private;Single Loc;77-132-7154;;202204;3;;No;2;;;;0;0;FALSE;FALSE
100;A;20 Main St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.203608011316;47.210652333269003;-124.203608011316;47.210652333269003;Zany Zebra;;;;20 Main St;WA;98571;;Unverified;(360) 276-4755;2;;;;594517;Toys-Retail;594517;45912035;Hobby, Toy, And Game Retailers;45912035;;1 to 4;2;Less Than $500,000;185000;;0;;0;Private;Single Loc;42-052-3772;;202204;13;;No;2;;;;0;0;FALSE;FALSE
98.8199999999999;A;226 Front St, Pacific Beach, Washington, 98571;20;Pacific Beach;-124.199064203538;47.195110426806998;-124.199064203538;47.195110426806998;Colours;;;;226 Front;WA;98571;COLOURS LLC;Verified;(360) 276-4321;2;;;;594514;Ceramic Products-Decorative;594514;45912007;Hobby, Toy, And Game Retailers;45912007;;1 to 4;2;Less Than $500,000;185000;;0;;0;Private;Single Loc;40-261-4845;;202206;15;;No;2;;;;0;0;FALSE;TRUE
100;A;2245 Ocean Beach Rd, Copalis Crossing, Washington, 98536;20;Copalis Crossing;-124.101338760974;47.159604917819998;-124.10257006255;47.158634712527999;Yon & Yonder Studio LLC;;Christina;Mayes;2245 Ocean Beach Rd;WA;98536;YON & YONDER STUDIO LLC;Unverified;Not Available;2;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-5981;;202204;3;;Yes;2;;;;0;0;FALSE;TRUE
100;A;2264 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.154058668833;47.043310872764998;-124.154056070444;47.044238497988999;ABCO LLC;;Shelly R;Bennett;2264 State Route 109;WA;98550;ABCO LLC;Unverified;Not Available;1;;;;999977;Nonclassified Establishments;999977;99999004;Unclassified Establishments;99999004;;;0;;0;;0;;0;Private;Single Loc;77-132-6534;;202204;3;;Yes;2;;;;0;0;FALSE;FALSE
100;A;2298 State Route 109, Hoquiam, Washington, 98550;20;Hoquiam;-124.157078836186;47.044101495782002;-124.156942294984;47.044368794674000;Yuyu Investment Inc;;Seok;Ham;2298 State Route 109;WA;98550;YUYU INVESTMENT INC;Unverified;Not Available;1;;;;621111;Investments;621111;52391001;Miscellaneous Intermediation;52391001;;1 to 4;3;$1-2.5 Million;2053000;;0;;0;Private;Single Loc;77-132-6533;;202204;3;;No;2;;;;0;0;FALSE;TRUE
